presentacion_original,presentacion_corregida,presentacion_key,unidad_base,contenido_base,cantidad,unidad_original,unidades_empaque,subtipo_conteo,regla,confianza,requiere_revision,motivo_revision,metodo,es_comparable
Barra 150 Gr. Brisa Radiante,Barra 150 Gr. Brisa Radiante,BARRA 150 GR. BRISA RADIANTE,kg,0.15,150.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 150 Gr. Clásico. Aceites Hidraflorales,Barra 150 Gr. Clásico. Aceites Hidraflorales,BARRA 150 GR. CLASICO. ACEITES HIDRAFLORALES,kg,0.15,150.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 150 Gr. Dermolimpiador,Barra 150 Gr. Dermolimpiador,BARRA 150 GR. DERMOLIMPIADOR,kg,0.15,150.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 150 Gr. Energia Radiante,Barra 150 Gr. Energia Radiante,BARRA 150 GR. ENERGIA RADIANTE,kg,0.15,150.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 150 Gr. Equilibrio Neutro,Barra 150 Gr. Equilibrio Neutro,BARRA 150 GR. EQUILIBRIO NEUTRO,kg,0.15,150.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 150 Gr. Hidratación Natural,Barra 150 Gr. Hidratación Natural,BARRA 150 GR. HIDRATACION NATURAL,kg,0.15,150.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 150 Gr. Neutro,Barra 150 Gr. Neutro,BARRA 150 GR. NEUTRO,kg,0.15,150.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 150 Gr. Rosa,Barra 150 Gr. Rosa,BARRA 150 GR. ROSA,kg,0.15,150.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 150 Gr. Sensación Humectante. Oliva y Aloe,Barra 150 Gr. Sensación Humectante. Oliva y Aloe,BARRA 150 GR. SENSACION HUMECTANTE. OLIVA Y ALOE,kg,0.15,150.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 150 Gr. Siente la Frescura,Barra 150 Gr. Siente la Frescura,BARRA 150 GR. SIENTE LA FRESCURA,kg,0.15,150.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 150 Gr. Vitamina e,Barra 150 Gr. Vitamina e,BARRA 150 GR. VITAMINA E,kg,0.15,150.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 160 Gr. Antibacterial. (rosa),Barra 160 Gr. Antibacterial. (rosa),BARRA 160 GR. ANTIBACTERIAL. (ROSA),kg,0.16,160.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 175 Gr.,Barra 175 Gr.,BARRA 175 GR,kg,0.175,175.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 200 Gr. (blanco),Barra 200 Gr. (blanco),BARRA 200 GR. (BLANCO),kg,0.2,200.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 200 Gr. Neutro,Barra 200 Gr. Neutro,BARRA 200 GR. NEUTRO,kg,0.2,200.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 200 Gr. con Envoltura. (rosa),Barra 200 Gr. con Envoltura. (rosa),BARRA 200 GR. CON ENVOLTURA. (ROSA),kg,0.2,200.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 220 Gr. Sin Sal,Barra 220 Gr. Sin Sal,BARRA 220 GR. SIN SAL,kg,0.22,220.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 225 Gr.,Barra 225 Gr.,BARRA 225 GR,kg,0.225,225.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 225 Gr. Sin Sal,Barra 225 Gr. Sin Sal,BARRA 225 GR. SIN SAL,kg,0.225,225.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 245 Gr. Sin Sal,Barra 245 Gr. Sin Sal,BARRA 245 GR. SIN SAL,kg,0.245,245.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 300 Gr. con Envoltura. (rosa),Barra 300 Gr. con Envoltura. (rosa),BARRA 300 GR. CON ENVOLTURA. (ROSA),kg,0.3,300.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 350 Gr.con Envoltura. (rosa),Barra 350 Gr.con Envoltura. (rosa),BARRA 350 GR.CON ENVOLTURA. (ROSA),kg,0.35,350.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 400 Gr. Sin Envoltura,Barra 400 Gr. Sin Envoltura,BARRA 400 GR. SIN ENVOLTURA,kg,0.4,400.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 400 Gr. con Envoltura,Barra 400 Gr. con Envoltura,BARRA 400 GR. CON ENVOLTURA,kg,0.4,400.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 400 Gr. con Envoltura. (amarillo),Barra 400 Gr. con Envoltura. (amarillo),BARRA 400 GR. CON ENVOLTURA. (AMARILLO),kg,0.4,400.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 400 Gr. con Envoltura. (azul),Barra 400 Gr. con Envoltura. (azul),BARRA 400 GR. CON ENVOLTURA. (AZUL),kg,0.4,400.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 400 Gr. con Envoltura. (rosa),Barra 400 Gr. con Envoltura. (rosa),BARRA 400 GR. CON ENVOLTURA. (ROSA),kg,0.4,400.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 400 Gr. con Envoltura. Frescura Agradable,Barra 400 Gr. con Envoltura. Frescura Agradable,BARRA 400 GR. CON ENVOLTURA. FRESCURA AGRADABLE,kg,0.4,400.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 400 Gr. con Envoltura. Lavanderia,Barra 400 Gr. con Envoltura. Lavanderia,BARRA 400 GR. CON ENVOLTURA. LAVANDERIA,kg,0.4,400.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 45 Gr. Active Dry. Antitranspirante. para Caballero,Barra 45 Gr. Active Dry. Antitranspirante. para Caballero,BARRA 45 GR. ACTIVE DRY. ANTITRANSPIRANTE. PARA CABALLERO,kg,0.045,45.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 45 Gr. Black. para Caballero,Barra 45 Gr. Black. para Caballero,BARRA 45 GR. BLACK. PARA CABALLERO,kg,0.045,45.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 45 Gr. Invisible. Floral. para Dama,Barra 45 Gr. Invisible. Floral. para Dama,BARRA 45 GR. INVISIBLE. FLORAL. PARA DAMA,kg,0.045,45.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 45 Gr. Powder. Dry. Antitranspirante. para Dama,Barra 45 Gr. Powder. Dry. Antitranspirante. para Dama,BARRA 45 GR. POWDER. DRY. ANTITRANSPIRANTE. PARA DAMA,kg,0.045,45.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 45 Gr. Tapa Azul. Original. Antitranspirante. para Dama,Barra 45 Gr. Tapa Azul. Original. Antitranspirante. para Dama,BARRA 45 GR. TAPA AZUL. ORIGINAL. ANTITRANSPIRANTE. PARA DAMA,kg,0.045,45.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 50 Gr. Fresh. para Caballero,Barra 50 Gr. Fresh. para Caballero,BARRA 50 GR. FRESH. PARA CABALLERO,kg,0.05,50.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 500 Gr.,Barra 500 Gr.,BARRA 500 GR,kg,0.5,500.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 54 Gr. Black. para Caballero,Barra 54 Gr. Black. para Caballero,BARRA 54 GR. BLACK. PARA CABALLERO,kg,0.054,54.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 60 Gr. Fresh. para Caballero,Barra 60 Gr. Fresh. para Caballero,BARRA 60 GR. FRESH. PARA CABALLERO,kg,0.06,60.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 60 Gr. Spazio. para Caballero,Barra 60 Gr. Spazio. para Caballero,BARRA 60 GR. SPAZIO. PARA CABALLERO,kg,0.06,60.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 60 Gr. Zero %. Rose Petals. para Dama,Barra 60 Gr. Zero %. Rose Petals. para Dama,BARRA 60 GR. ZERO %. ROSE PETALS. PARA DAMA,kg,0.06,60.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 82 Gr. Specialized. Cool Wave. Gel Antitranspirante. para Caballero,Barra 82 Gr. Specialized. Cool Wave. Gel Antitranspirante. para Caballero,BARRA 82 GR. SPECIALIZED. COOL WAVE. GEL ANTITRANSPIRANTE. PARA CABALLERO,kg,0.082,82.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 90 Gr.,Barra 90 Gr.,BARRA 90 GR,kg,0.09,90.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 90 Gr. Sin Sal,Barra 90 Gr. Sin Sal,BARRA 90 GR. SIN SAL,kg,0.09,90.0,GR,,,cantidad_explicita,alta,False,,auto,True
Barra 90 Gr. con Sal,Barra 90 Gr. con Sal,BARRA 90 GR. CON SAL,kg,0.09,90.0,GR,,,cantidad_explicita,alta,False,,auto,True
Basics. 5 Utensilios,Basics. 5 Utensilios,BASICS. 5 UTENSILIOS,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
"Bdp-s1500. Dolby True Hd, Dts 2.0 + Digital Out. Blu-ray, Dvd, Cd, Mp3, Usb. . Region 4","Bdp-s1500. Dolby True Hd, Dts 2.0 + Digital Out. Blu-ray, Dvd, Cd, Mp3, Usb. . Region 4","BDP-S1500. DOLBY TRUE HD, DTS 2.0 + DIGITAL OUT. BLU-RAY, DVD, CD, MP3, USB. . REGION 4",,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
"Bdp-s3500. Dolby True Hd, Dts-hd Master Audio, Blu-ray, Dvd, Cd, Mp3, Jpeg, Usb, Wi Fi","Bdp-s3500. Dolby True Hd, Dts-hd Master Audio, Blu-ray, Dvd, Cd, Mp3, Jpeg, Usb, Wi Fi","BDP-S3500. DOLBY TRUE HD, DTS-HD MASTER AUDIO, BLU-RAY, DVD, CD, MP3, JPEG, USB, WI FI",,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Bfh80. Cubo Animalitos de Actividades,Bfh80. Cubo Animalitos de Actividades,BFH80. CUBO ANIMALITOS DE ACTIVIDADES,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Bht35. Llaves Aprende Conmigo,Bht35. Llaves Aprende Conmigo,BHT35. LLAVES APRENDE CONMIGO,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Bicicleta Rodada 16. Pieza,Bicicleta Rodada 16. Pieza,BICICLETA RODADA 16. PIEZA,pieza,1.0,1.0,PIEZA,,PIEZA,conteo_implicito,media,False,,auto,True
Bicicleta Rodada 20. Pieza,Bicicleta Rodada 20. Pieza,BICICLETA RODADA 20. PIEZA,pieza,1.0,1.0,PIEZA,,PIEZA,conteo_implicito,media,False,,auto,True
"Bicicleta. Rodada 12, Pieza","Bicicleta. Rodada 12, Pieza","BICICLETA. RODADA 12, PIEZA",pieza,1.0,1.0,PIEZA,,PIEZA,conteo_implicito,media,False,,auto,True
"Bicicleta. Rodada 20, Pieza","Bicicleta. Rodada 20, Pieza","BICICLETA. RODADA 20, PIEZA",pieza,1.0,1.0,PIEZA,,PIEZA,conteo_implicito,media,False,,auto,True
Bisquet. Pieza de 68 a 90 Gr. (11 Cm. de Diámetro Aprox.),Bisquet. Pieza de 68 a 90 Gr. (11 Cm. de Diámetro Aprox.),BISQUET. PIEZA DE 68 A 90 GR. (11 CM. DE DIAMETRO APROX.),pieza,1.0,1.0,PIEZA,,PIEZA,pieza_con_rango_de_peso,media,False,,auto,True
Bl1000bg. Velocidades 10 + 1 Pulso. Base Plástico. Vaso Vidrio. Color Negra,Bl1000bg. Velocidades 10 + 1 Pulso. Base Plástico. Vaso Vidrio. Color Negra,BL1000BG. VELOCIDADES 10 + 1 PULSO. BASE PLASTICO. VASO VIDRIO. COLOR NEGRA,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Bl1140mb-mx. Velocidades 12 + 1 Pulso. Base Plástico. Vaso Plástico. Color Negra,Bl1140mb-mx. Velocidades 12 + 1 Pulso. Base Plástico. Vaso Plástico. Color Negra,BL1140MB-MX. VELOCIDADES 12 + 1 PULSO. BASE PLASTICO. VASO PLASTICO. COLOR NEGRA,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Bl439d56. Velocidades 5 Vel.. Base Metal. Vaso Vidrio. Color Gris,Bl439d56. Velocidades 5 Vel.. Base Metal. Vaso Vidrio. Color Gris,BL439D56. VELOCIDADES 5 VEL.. BASE METAL. VASO VIDRIO. COLOR GRIS,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Blade A52 Lite. Android 11 Go/ 64 Gb. 13 Mp + 2 Mp + 2 Mp/frontal 5 Mp. 6.52 Plgs. Micro Sd Hasta 1 Tb,Blade A52 Lite. Android 11 Go/ 64 Gb. 13 Mp + 2 Mp + 2 Mp/frontal 5 Mp. 6.52 Plgs. Micro Sd Hasta 1 Tb,BLADE A52 LITE. ANDROID 11 GO/ 64 GB. 13 MP + 2 MP + 2 MP/FRONTAL 5 MP. 6.52 PLGS. MICRO SD HASTA 1 TB,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Blade L 220. Android 10 Go/memoria Interna 32 Gb. Camara 8 Mp/frontal 5 Mp. 6.0 Plgs. Micro Sd Hasta 128 Gb,Blade L 220. Android 10 Go/memoria Interna 32 Gb. Camara 8 Mp/frontal 5 Mp. 6.0 Plgs. Micro Sd Hasta 128 Gb,BLADE L 220. ANDROID 10 GO/MEMORIA INTERNA 32 GB. CAMARA 8 MP/FRONTAL 5 MP. 6.0 PLGS. MICRO SD HASTA 128 GB,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Blade V 50 Smart. Android 13/memoria Interna 128 Gb. Cámara 50 Mp + 2 Mp/frontal 5 Mp. 6.6 Plgs. Micro Sd Hasta 1 Tb,Blade V 50 Smart. Android 13/memoria Interna 128 Gb. Cámara 50 Mp + 2 Mp/frontal 5 Mp. 6.6 Plgs. Micro Sd Hasta 1 Tb,BLADE V 50 SMART. ANDROID 13/MEMORIA INTERNA 128 GB. CAMARA 50 MP + 2 MP/FRONTAL 5 MP. 6.6 PLGS. MICRO SD HASTA 1 TB,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Blade V60 Smart. Android 13/memoria Interna 128 Gb. Cámara 50 Mp/frontal 8 Mp. 6.6 Plgs. Micro Sd Hasta 1 Tb,Blade V60 Smart. Android 13/memoria Interna 128 Gb. Cámara 50 Mp/frontal 8 Mp. 6.6 Plgs. Micro Sd Hasta 1 Tb,BLADE V60 SMART. ANDROID 13/MEMORIA INTERNA 128 GB. CAMARA 50 MP/FRONTAL 8 MP. 6.6 PLGS. MICRO SD HASTA 1 TB,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Blanca Cuello Sport. Talla 12-16. (65% Poliester-35% Algodon),Blanca Cuello Sport. Talla 12-16. (65% Poliester-35% Algodon),BLANCA CUELLO SPORT. TALLA 12-16. (65% POLIESTER-35% ALGODON),,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Blanca Cuello Sport. Talla 12-16. (80% Poliester-20% Algodon),Blanca Cuello Sport. Talla 12-16. (80% Poliester-20% Algodon),BLANCA CUELLO SPORT. TALLA 12-16. (80% POLIESTER-20% ALGODON),,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Blanca Cuello Sport. Talla 32-36. (65% Poliester-35% Algodon),Blanca Cuello Sport. Talla 32-36. (65% Poliester-35% Algodon),BLANCA CUELLO SPORT. TALLA 32-36. (65% POLIESTER-35% ALGODON),,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Blanca Cuello Sport. Talla 32-36. (80% Poliester-20% Algodon),Blanca Cuello Sport. Talla 32-36. (80% Poliester-20% Algodon),BLANCA CUELLO SPORT. TALLA 32-36. (80% POLIESTER-20% ALGODON),,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Blanca Cuello Sport. Talla 38-40. (65% Poliester-35% Algodon),Blanca Cuello Sport. Talla 38-40. (65% Poliester-35% Algodon),BLANCA CUELLO SPORT. TALLA 38-40. (65% POLIESTER-35% ALGODON),,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Blanca Cuello Sport. Talla 38-40. (80% Poliester-20% Algodon),Blanca Cuello Sport. Talla 38-40. (80% Poliester-20% Algodon),BLANCA CUELLO SPORT. TALLA 38-40. (80% POLIESTER-20% ALGODON),,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Blanca Manga Corta Cuello Sport con Bolsa. Talla 12-16. (65% Poliester-35% Algodon),Blanca Manga Corta Cuello Sport con Bolsa. Talla 12-16. (65% Poliester-35% Algodon),BLANCA MANGA CORTA CUELLO SPORT CON BOLSA. TALLA 12-16. (65% POLIESTER-35% ALGODON),,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Blanca Manga Corta Cuello Sport con Bolsa. Talla 12-16. (80% Poliester-20% Algodon),Blanca Manga Corta Cuello Sport con Bolsa. Talla 12-16. (80% Poliester-20% Algodon),BLANCA MANGA CORTA CUELLO SPORT CON BOLSA. TALLA 12-16. (80% POLIESTER-20% ALGODON),,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Blanca Manga Corta Cuello Sport con Bolsa. Talla 12-16. (90% Poliester-10% Algodon),Blanca Manga Corta Cuello Sport con Bolsa. Talla 12-16. (90% Poliester-10% Algodon),BLANCA MANGA CORTA CUELLO SPORT CON BOLSA. TALLA 12-16. (90% POLIESTER-10% ALGODON),,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Blanca Manga Corta Cuello Sport con Bolsa. Talla 6-10. (65% Poliester-35% Algodon),Blanca Manga Corta Cuello Sport con Bolsa. Talla 6-10. (65% Poliester-35% Algodon),BLANCA MANGA CORTA CUELLO SPORT CON BOLSA. TALLA 6-10. (65% POLIESTER-35% ALGODON),,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Blanca Manga Corta Cuello Sport con Bolsa. Talla 6-10. (80% Poliester-20% Algodon),Blanca Manga Corta Cuello Sport con Bolsa. Talla 6-10. (80% Poliester-20% Algodon),BLANCA MANGA CORTA CUELLO SPORT CON BOLSA. TALLA 6-10. (80% POLIESTER-20% ALGODON),,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Blanca Manga Corta Cuello Sport con Bolsa. Talla 6-10. (90% Poliester-10% Algodon),Blanca Manga Corta Cuello Sport con Bolsa. Talla 6-10. (90% Poliester-10% Algodon),BLANCA MANGA CORTA CUELLO SPORT CON BOLSA. TALLA 6-10. (90% POLIESTER-10% ALGODON),,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Blanca Manga Corta Cuello Sport. Talla 12-16. (65% Poliester-35% Algodon),Blanca Manga Corta Cuello Sport. Talla 12-16. (65% Poliester-35% Algodon),BLANCA MANGA CORTA CUELLO SPORT. TALLA 12-16. (65% POLIESTER-35% ALGODON),,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Blanca Manga Corta Cuello Sport. Talla 12-16. (80% Poliester-20% Algodon),Blanca Manga Corta Cuello Sport. Talla 12-16. (80% Poliester-20% Algodon),BLANCA MANGA CORTA CUELLO SPORT. TALLA 12-16. (80% POLIESTER-20% ALGODON),,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Blanca Manga Corta Cuello Sport. Talla 12-16. (90% Poliester-10% Algodon),Blanca Manga Corta Cuello Sport. Talla 12-16. (90% Poliester-10% Algodon),BLANCA MANGA CORTA CUELLO SPORT. TALLA 12-16. (90% POLIESTER-10% ALGODON),,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Blanca Manga Corta Cuello Sport. Talla 6-10. (65% Poliester-35% Algodon),Blanca Manga Corta Cuello Sport. Talla 6-10. (65% Poliester-35% Algodon),BLANCA MANGA CORTA CUELLO SPORT. TALLA 6-10. (65% POLIESTER-35% ALGODON),,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Blanca Manga Corta Cuello Sport. Talla 6-10. (80% Poliester-20% Algodon),Blanca Manga Corta Cuello Sport. Talla 6-10. (80% Poliester-20% Algodon),BLANCA MANGA CORTA CUELLO SPORT. TALLA 6-10. (80% POLIESTER-20% ALGODON),,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Blanca Manga Corta Cuello Sport. Talla 6-10. (90% Poliester-10% Algodon),Blanca Manga Corta Cuello Sport. Talla 6-10. (90% Poliester-10% Algodon),BLANCA MANGA CORTA CUELLO SPORT. TALLA 6-10. (90% POLIESTER-10% ALGODON),,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Blanco. Talla 12-16 (boxer. Resorte en Pretina),Blanco. Talla 12-16 (boxer. Resorte en Pretina),BLANCO. TALLA 12-16 (BOXER. RESORTE EN PRETINA),,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Blanco. Talla 12-16 (pretina para Cinturón),Blanco. Talla 12-16 (pretina para Cinturón),BLANCO. TALLA 12-16 (PRETINA PARA CINTURON),,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Blanco. Talla 28-32 (pretina para Cinturón),Blanco. Talla 28-32 (pretina para Cinturón),BLANCO. TALLA 28-32 (PRETINA PARA CINTURON),,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Blanco. Talla 34-38 (pretina para Cinturón),Blanco. Talla 34-38 (pretina para Cinturón),BLANCO. TALLA 34-38 (PRETINA PARA CINTURON),,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Blanco. Talla 6-10 (boxer. Resorte en Pretina),Blanco. Talla 6-10 (boxer. Resorte en Pretina),BLANCO. TALLA 6-10 (BOXER. RESORTE EN PRETINA),,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
Blister 1 Pieza,Blister 1 Pieza,BLISTER 1 PIEZA,pieza,1.0,1.0,PIEZA,,PIEZA,conteo_explicito,alta,False,,auto,True
Blister 1 Pieza 10 Gr. C.b. 473734,Blister 1 Pieza 10 Gr. C.b. 473734,BLISTER 1 PIEZA 10 GR. C.B. 473734,kg,0.01,10.0,GR,,,cantidad_explicita,alta,False,,auto,True
"Blister 1 Pieza 12 W. Luz Blanca. 15,000 Horas","Blister 1 Pieza 12 W. Luz Blanca. 15,000 Horas","BLISTER 1 PIEZA 12 W. LUZ BLANCA. 15,000 HORAS",pieza,1.0,1.0,PIEZA,,PIEZA,conteo_explicito,alta,False,,auto,True
Blister 1 Pieza 20 Gr. C.b. 473758,Blister 1 Pieza 20 Gr. C.b. 473758,BLISTER 1 PIEZA 20 GR. C.B. 473758,kg,0.02,20.0,GR,,,cantidad_explicita,alta,False,,auto,True
Blister 1 Pieza 21 Gr. C.b. 501909,Blister 1 Pieza 21 Gr. C.b. 501909,BLISTER 1 PIEZA 21 GR. C.B. 501909,kg,0.021,21.0,GR,,,cantidad_explicita,alta,False,,auto,True
Blister 1 Pieza 21 Gr. C.b. 50831,Blister 1 Pieza 21 Gr. C.b. 50831,BLISTER 1 PIEZA 21 GR. C.B. 50831,kg,0.021,21.0,GR,,,cantidad_explicita,alta,False,,auto,True
Blister 1 Pieza 22 Gr. C.b. 09523,Blister 1 Pieza 22 Gr. C.b. 09523,BLISTER 1 PIEZA 22 GR. C.B. 09523,kg,0.022,22.0,GR,,,cantidad_explicita,alta,False,,auto,True
Blister 1 Pieza 36 Gr. C.b. 50833,Blister 1 Pieza 36 Gr. C.b. 50833,BLISTER 1 PIEZA 36 GR. C.B. 50833,kg,0.036,36.0,GR,,,cantidad_explicita,alta,False,,auto,True
Blister 1 Pieza 40 Gr. C.b. 10558,Blister 1 Pieza 40 Gr. C.b. 10558,BLISTER 1 PIEZA 40 GR. C.B. 10558,kg,0.04,40.0,GR,,,cantidad_explicita,alta,False,,auto,True
Blister 1 Pieza 6 Gr. C.b. 00513,Blister 1 Pieza 6 Gr. C.b. 00513,BLISTER 1 PIEZA 6 GR. C.B. 00513,kg,0.006,6.0,GR,,,cantidad_explicita,alta,False,,auto,True
Blister 1 Pieza 8 Gr. C.b. 415083,Blister 1 Pieza 8 Gr. C.b. 415083,BLISTER 1 PIEZA 8 GR. C.B. 415083,kg,0.008,8.0,GR,,,cantidad_explicita,alta,False,,auto,True
Blister 1 Pieza 8 Gr. C.b. 50829,Blister 1 Pieza 8 Gr. C.b. 50829,BLISTER 1 PIEZA 8 GR. C.B. 50829,kg,0.008,8.0,GR,,,cantidad_explicita,alta,False,,auto,True
Blister 1 Pieza 8.2 Gr. C.b. 501886,Blister 1 Pieza 8.2 Gr. C.b. 501886,BLISTER 1 PIEZA 8.2 GR. C.B. 501886,kg,0.0082,8.2,GR,,,cantidad_explicita,alta,False,,auto,True
Blister 1 Pieza C.b. 347530,Blister 1 Pieza C.b. 347530,BLISTER 1 PIEZA C.B. 347530,pieza,1.0,1.0,PIEZA,,PIEZA,conteo_explicito,alta,False,,auto,True
Blister 1 Pieza.,Blister 1 Pieza.,BLISTER 1 PIEZA,pieza,1.0,1.0,PIEZA,,PIEZA,conteo_explicito,alta,False,,auto,True
Blister 1 Pieza. 12 Mm. X 30 M. Transparente. con Despachador. C.b. 61137,Blister 1 Pieza. 12 Mm. X 30 M. Transparente. con Despachador. C.b. 61137,BLISTER 1 PIEZA. 12 MM. X 30 M. TRANSPARENTE. CON DESPACHADOR. C.B. 61137,pieza,1.0,1.0,PIEZA,,PIEZA,conteo_explicito,alta,False,,auto,True
Blister 1 Pieza. 13 Cm. C.b. 693008,Blister 1 Pieza. 13 Cm. C.b. 693008,BLISTER 1 PIEZA. 13 CM. C.B. 693008,pieza,1.0,1.0,PIEZA,,PIEZA,conteo_explicito,alta,False,,auto,True
Blister 1 Pieza. 13 Cm. Punta Roma,Blister 1 Pieza. 13 Cm. Punta Roma,BLISTER 1 PIEZA. 13 CM. PUNTA ROMA,pieza,1.0,1.0,PIEZA,,PIEZA,conteo_explicito,alta,False,,auto,True
Blister 1 Pieza. 18 Mm. X 20 M. Cinta Invisible. 810,Blister 1 Pieza. 18 Mm. X 20 M. Cinta Invisible. 810,BLISTER 1 PIEZA. 18 MM. X 20 M. CINTA INVISIBLE. 810,pieza,1.0,1.0,PIEZA,,PIEZA,conteo_explicito,alta,False,,auto,True
Blister 1 Pieza. 19 Mm. X 16.5 M. Cinta Mágica. con Despachador. Cool Colors,Blister 1 Pieza. 19 Mm. X 16.5 M. Cinta Mágica. con Despachador. Cool Colors,BLISTER 1 PIEZA. 19 MM. X 16.5 M. CINTA MAGICA. CON DESPACHADOR. COOL COLORS,pieza,1.0,1.0,PIEZA,,PIEZA,conteo_explicito,alta,False,,auto,True
Blister 1 Pieza. 19 Mm. X 30 M 550. Transparente. con Despachador. C.b. 61138,Blister 1 Pieza. 19 Mm. X 30 M 550. Transparente. con Despachador. C.b. 61138,BLISTER 1 PIEZA. 19 MM. X 30 M 550. TRANSPARENTE. CON DESPACHADOR. C.B. 61138,pieza,1.0,1.0,PIEZA,,PIEZA,conteo_explicito,alta,False,,auto,True
Blister 1 Pieza. 192210,Blister 1 Pieza. 192210,BLISTER 1 PIEZA. 192210,pieza,1.0,1.0,PIEZA,,PIEZA,conteo_explicito,alta,False,,auto,True
Blister 1 Pieza. 21 Gr. C.b. 415212,Blister 1 Pieza. 21 Gr. C.b. 415212,BLISTER 1 PIEZA. 21 GR. C.B. 415212,kg,0.021,21.0,GR,,,cantidad_explicita,alta,False,,auto,True
